feature,coefficient,abs_importance
"hashtags_#Tech, #Lifestyle, #ProductLaunch",0.005943641835308826,0.005943641835308826
text_content_Has anyone else experienced connectivity issues with Toyota's Corolla? Highly recommend. @NewsOutlet #CustomerService Curious about your experience too.,0.005827346507730182,0.005827346507730182
"keywords_unique, sustainable, performance",0.005827346507730182,0.005827346507730182
post_id_d9u8rynvdcwj,0.005827346507730182,0.005827346507730182
timestamp_2024-08-13 01:25:39,0.005827346507730182,0.005827346507730182
user_id_user_0hf0sgj8,0.005827346507730182,0.005827346507730182
"hashtags_#Tech, #Discount",0.005818452295084956,0.005818452295084956
"text_content_Attended the Samsung NextGeneration event yesterday. It's okay. #Fashion, #SpecialOffer, #BestValue Would love to get your feedback!",0.005799979114356636,0.005799979114356636
post_id_q4iv16tzp7ih,0.005799979114356636,0.005799979114356636
timestamp_2025-04-11 16:51:39,0.005799979114356636,0.005799979114356636
user_id_user_sfwf5auw,0.005799979114356636,0.005799979114356636
"hashtags_#Fashion, #SpecialOffer, #BestValue",0.005799979114356636,0.005799979114356636
"hashtags_#Fitness, #Sale, #Health",0.005724391299775661,0.005724391299775661
"hashtags_#Beauty, #Sale",-0.005596559891444558,0.005596559891444558
post_id_2pfr501y2we3,0.00551045962759451,0.00551045962759451
"keywords_design, performance",0.00551045962759451,0.00551045962759451
text_content_Just unboxed my new Galaxy Z Fold from Samsung. Exceeded my expectations. So happy #Trending,0.00551045962759451,0.00551045962759451
user_id_user_urkhf34q,0.00551045962759451,0.00551045962759451
timestamp_2024-07-15 17:53:33,0.00551045962759451,0.00551045962759451
post_id_ys0ji5wg7zgo,0.0055050183630665946,0.0055050183630665946
"text_content_Has anyone else experienced connectivity issues with Toyota's RAV4? Best purchase ever. @NewsOutlet #BestValue, #SpecialOffer",0.0055050183630665946,0.0055050183630665946
timestamp_2024-08-02 21:19:51,0.0055050183630665946,0.0055050183630665946
user_id_user_4tu3l8mc,0.0055050183630665946,0.0055050183630665946
timestamp_2024-07-27 17:16:44,0.005415081656075093,0.005415081656075093
user_id_user_08quttlx,0.005415081656075093,0.005415081656075093
"keywords_premium, improved, innovation",0.005415081656075093,0.005415081656075093
post_id_5f9khos3un4g,0.005415081656075093,0.005415081656075093
"text_content_My one week review of Pepsi Diet Pepsi: Highly recommend. #CustomerService, #Travel Would love to get your feedback!",0.005415081656075093,0.005415081656075093
"keywords_expensive, fast, premium",0.005397926826383253,0.005397926826383253
"text_content_Attended the Microsoft ValentinesDeals event yesterday. Worth every penny. #Fitness, #Health, #Exclusive Really interested in hearing your thoughts!",0.005397926826383253,0.005397926826383253
user_id_user_osbcwhe1,0.005397926826383253,0.005397926826383253
post_id_vrhnbk9vbr41,0.005397926826383253,0.005397926826383253
"hashtags_#Fitness, #Health, #Exclusive",0.005397926826383253,0.005397926826383253
timestamp_2024-07-23 17:51:29,0.005397926826383253,0.005397926826383253
"text_content_Apple FallCollection is fantastic! Can't wait to see what's coming next. #Fitness, #Food Really interested in hearing your thoughts!",-0.005212385070132531,0.005212385070132531
post_id_cfrswd9vcva5,-0.005212385070132531,0.005212385070132531
timestamp_2025-03-28 00:17:15,-0.005212385070132531,0.005212385070132531
"keywords_amazing, user-friendly, disappointing",-0.005212385070132531,0.005212385070132531
user_id_user_nbqkhjkg,-0.005212385070132531,0.005212385070132531
timestamp_2025-01-31 06:41:34,0.00486448612713297,0.00486448612713297
"keywords_expensive, durable, stylish",0.00486448612713297,0.00486448612713297
post_id_g4vet3o7aafi,0.00486448612713297,0.00486448612713297
text_content_What's your opinion about Apple's Apple Watch? @NewsOutlet #Innovation Would love to get your feedback!,0.00486448612713297,0.00486448612713297
user_id_user_mx1mx1t5,0.00486448612713297,0.00486448612713297
"keywords_satisfaction, modern",0.004800024607581947,0.004800024607581947
"hashtags_#Health, #Fitness, #Fashion",0.0047886121930921744,0.0047886121930921744
user_id_user_hl1xxwae,0.0047886121930921744,0.0047886121930921744
timestamp_2025-01-07 15:01:06,0.0047886121930921744,0.0047886121930921744
"keywords_delivery, budget, eco-friendly",0.0047886121930921744,0.0047886121930921744
post_id_g7gmvghy3ysy,0.0047886121930921744,0.0047886121930921744
"text_content_Has anyone else experienced delivery delays with Google's Pixel 8? Worth every penny.  #Health, #Fitness, #Fashion",0.0047886121930921744,0.0047886121930921744
"text_content_Toyota InnovationX is standard! Can't wait to see what's coming next. #Fitness, #Travel Let me know what you think!",0.004704914579279853,0.004704914579279853
"keywords_durable, reliable, efficient",0.004704914579279853,0.004704914579279853
post_id_ri9eqocpkjud,0.004704914579279853,0.004704914579279853
user_id_user_ih99bjhw,0.004704914579279853,0.004704914579279853
timestamp_2025-04-16 10:05:42,0.004704914579279853,0.004704914579279853
user_id_user_3ypaxjke,0.004692280997022199,0.004692280997022199
"hashtags_#BestValue, #Trending, #NewRelease",0.004692280997022199,0.004692280997022199
timestamp_2024-11-30 05:17:37,0.004692280997022199,0.004692280997022199
post_id_r8f2dj21qzru,0.004692280997022199,0.004692280997022199
"text_content_Microsoft LaunchWave is amazing! Can't wait to see what's coming next. #BestValue, #Trending, #NewRelease Curious about your experience too.",0.004692280997022199,0.004692280997022199
"keywords_design, improved, eco-friendly",0.004685903916948683,0.004685903916948683
user_id_user_3w2ozp9u,0.004685903916948683,0.004685903916948683
text_content_Comparing Samsung Galaxy Buds to the competition. It's okay. #Eco Let me know what you think!,0.004685903916948683,0.004685903916948683
timestamp_2024-08-25 15:14:35,0.004685903916948683,0.004685903916948683
post_id_1m70ld42toc8,0.004685903916948683,0.004685903916948683
"keywords_sustainable, fast",0.00467861239028557,0.00467861239028557
post_id_516tuqx80kse,0.00466678865023467,0.00466678865023467
"text_content_Just unboxed my new Surface Pro from Microsoft. Worth every penny. Cannot believe #Reviews, #CustomerService",0.00466678865023467,0.00466678865023467
timestamp_2024-11-04 13:03:49,0.00466678865023467,0.00466678865023467
user_id_user_qacx8u79,0.00466678865023467,0.00466678865023467
"keywords_innovation, excellent, price",0.00466678865023467,0.00466678865023467
timestamp_2024-05-13 22:01:16,-0.0046480910754753335,0.0046480910754753335
"keywords_luxury, competitive, amazing",-0.0046480910754753335,0.0046480910754753335
"text_content_Just tried the Stan Smith from Adidas. Exceeded my expectations. #Fitness, #Food Let me know what you think!",-0.0046480910754753335,0.0046480910754753335
user_id_user_j5s6xg7p,-0.0046480910754753335,0.0046480910754753335
post_id_ar3fce82qo7l,-0.0046480910754753335,0.0046480910754753335
post_id_4chlrabpvnlb,0.004599459486647624,0.004599459486647624
"hashtags_#Sale, #Fitness, #Innovation",0.004599459486647624,0.004599459486647624
timestamp_2024-09-05 18:41:05,0.004599459486647624,0.004599459486647624
"keywords_durable, sustainable, design, eco-friendly",0.004599459486647624,0.004599459486647624
user_id_user_kx31abep,0.004599459486647624,0.004599459486647624
"text_content_Attended the Microsoft FallCollection event yesterday. Worth every penny. #Sale, #Fitness, #Innovation Really interested in hearing your thoughts!",0.004599459486647624,0.004599459486647624
"text_content_Comparing Nike FlyKnit to the competition. Best purchase ever. #Discount, #TrendAlert, #Quality Curious about your experience too.",0.004470451453216989,0.004470451453216989
timestamp_2024-06-17 07:23:12,0.004470451453216989,0.004470451453216989
"hashtags_#Discount, #TrendAlert, #Quality",0.004470451453216989,0.004470451453216989
post_id_kjy9le5tcgou,0.004470451453216989,0.004470451453216989
user_id_user_dzxm8rwx,0.004470451453216989,0.004470451453216989
"keywords_improved, traditional, delivery, budget",0.004459722952271365,0.004459722952271365
post_id_rg1sd35z34e5,0.004459722952271365,0.004459722952271365
"text_content_Comparing Nike Dri-FIT to the competition. Highly recommend. #Sale, #Premium, #Food Would love to get your feedback!",0.004459722952271365,0.004459722952271365
"hashtags_#Sale, #Premium, #Food",0.004459722952271365,0.004459722952271365
timestamp_2024-07-06 09:01:12,0.004459722952271365,0.004459722952271365
user_id_user_3ojpu9f5,0.004459722952271365,0.004459722952271365
user_id_user_ffgmyz9f,0.004375457671119389,0.004375457671119389
"keywords_luxury, eco-friendly, quality, slow",0.004375457671119389,0.004375457671119389
post_id_dr4x675v6bb9,0.004375457671119389,0.004375457671119389
timestamp_2024-12-10 11:01:57,0.004375457671119389,0.004375457671119389
text_content_Adidas CyberMonday is typical! Can't wait to see what's coming next. #MustHave Really interested in hearing your thoughts!,0.004375457671119389,0.004375457671119389
post_id_bxiq2dxd3wyt,0.004329634448451679,0.004329634448451679
user_id_user_f5zhw0la,0.004329634448451679,0.004329634448451679
"keywords_design, responsive, unique, improved",0.004329634448451679,0.004329634448451679
timestamp_2025-01-08 04:36:03,0.004329634448451679,0.004329634448451679
"hashtags_#Sustainable, #Quality, #Beauty",0.004329634448451679,0.004329634448451679
"text_content_Amazon ReferralBonus is fantastic! Can't wait to see what's coming next. #Sustainable, #Quality, #Beauty Really interested in hearing your thoughts!",0.004329634448451679,0.004329634448451679
text_content_Attended the Amazon ReferralBonus event yesterday. Exceeded my expectations. #Food Curious about your experience too.,0.004329264184597578,0.004329264184597578
timestamp_2024-08-26 23:45:59,0.004329264184597578,0.004329264184597578
"keywords_slow, user-friendly, luxury, responsive",0.004329264184597578,0.004329264184597578
user_id_user_p8r76rbi,0.004329264184597578,0.004329264184597578
post_id_0zo5967m9fsb,0.004329264184597578,0.004329264184597578
timestamp_2024-12-13 20:41:57,0.004306366861446103,0.004306366861446103
text_content_My three months review of Coca-Cola Sprite: Worth every penny. #ProductLaunch Curious about your experience too.,0.004306366861446103,0.004306366861446103
"keywords_amazing, luxury, premium",0.004306366861446103,0.004306366861446103
user_id_user_mwro4svc,0.004306366861446103,0.004306366861446103
post_id_gyot9872c0lp,0.004306366861446103,0.004306366861446103
"text_content_My two days review of Nike React: Worth every penny. #Innovation, #Trending, #Sustainable Let me know what you think!",0.004305332694692719,0.004305332694692719
"hashtags_#Innovation, #Trending, #Sustainable",0.004305332694692719,0.004305332694692719
user_id_user_ia1u55x1,0.004305332694692719,0.004305332694692719
timestamp_2024-11-22 11:16:57,0.004305332694692719,0.004305332694692719
post_id_oqqmaq0p64ja,0.004305332694692719,0.004305332694692719
"text_content_Just unboxed my new Diet Coke from Coca-Cola. Highly recommend. Sad to report #Affordable, #TrendAlert",0.004275345712470355,0.004275345712470355
user_id_user_w727uy33,0.004275345712470355,0.004275345712470355
timestamp_2025-01-15 04:41:55,0.004275345712470355,0.004275345712470355
post_id_glsbazlnjllo,0.004275345712470355,0.004275345712470355
"keywords_excellent, poor, performance, durable",0.004275345712470355,0.004275345712470355
post_id_g7d0tgdwipoy,0.004221973482907429,0.004221973482907429
timestamp_2024-05-13 16:11:16,0.004221973482907429,0.004221973482907429
user_id_user_vsg47i7e,0.004221973482907429,0.004221973482907429
text_content_Just unboxed my new Tacoma from Toyota. Not bad. Feeling let down #Limited Would love to get your feedback!,0.004221973482907429,0.004221973482907429
user_id_user_t9tkcdh0,0.0042069545623139555,0.0042069545623139555
"text_content_Adidas BlackFriday is impressive! Can't wait to see what's coming next. #Limited, #Premium Let me know what you think!",0.0042069545623139555,0.0042069545623139555
